,ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word,svm_score
2150,2018-En-mystery-16898,The situation makes Nancy feel terrified.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,terrified,0.5470600137994841
2151,2018-En-mystery-06359,The situation makes Nancy feel discouraged.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,discouraged,0.5546657565235885
2152,2018-En-mystery-10079,The situation makes Nancy feel scared.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,scared,0.4020562464780174
2153,2018-En-mystery-15443,The situation makes Nancy feel anxious.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,anxious,0.4920137560551062
2154,2018-En-mystery-06682,The situation makes Nancy feel fearful.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,fear,fearful,0.5139914585922484
2155,2018-En-mystery-14384,The situation makes Nancy feel happy.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,happy,0.9070627551047019
2156,2018-En-mystery-08227,The situation makes Nancy feel ecstatic.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,ecstatic,0.5139914585922484
2157,2018-En-mystery-15511,The situation makes Nancy feel glad.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,glad,0.6872734935515484
2158,2018-En-mystery-13364,The situation makes Nancy feel relieved.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,relieved,0.5139914585922484
2159,2018-En-mystery-10230,The situation makes Nancy feel excited.,The situation makes <person object> feel <emotion word>.,Nancy,female,European,joy,excited,0.6790976107618021
2160,2018-En-mystery-14538,The situation makes Stephanie feel angry.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,angry,0.4545442613125442
2161,2018-En-mystery-14857,The situation makes Stephanie feel furious.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,furious,0.329291261348537
2162,2018-En-mystery-14987,The situation makes Stephanie feel irritated.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,irritated,0.5139914585922484
2163,2018-En-mystery-16637,The situation makes Stephanie feel enraged.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,enraged,0.5139914585922484
2164,2018-En-mystery-08811,The situation makes Stephanie feel annoyed.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,anger,annoyed,0.4338652496909533
2165,2018-En-mystery-01480,The situation makes Stephanie feel sad.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,sad,0.19559149040304885
2166,2018-En-mystery-07523,The situation makes Stephanie feel depressed.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,depressed,0.5481525721754892
2167,2018-En-mystery-15252,The situation makes Stephanie feel devastated.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,devastated,0.5139914585922484
2168,2018-En-mystery-10724,The situation makes Stephanie feel miserable.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,miserable,0.5139914585922484
2169,2018-En-mystery-15297,The situation makes Stephanie feel disappointed.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,sadness,disappointed,0.5172958319692132
2170,2018-En-mystery-04382,The situation makes Stephanie feel terrified.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,terrified,0.5470600137994841
2171,2018-En-mystery-13510,The situation makes Stephanie feel discouraged.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,discouraged,0.5546657565235885
2172,2018-En-mystery-10800,The situation makes Stephanie feel scared.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,scared,0.4020562464780174
2173,2018-En-mystery-15201,The situation makes Stephanie feel anxious.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,anxious,0.4920137560551062
2174,2018-En-mystery-07586,The situation makes Stephanie feel fearful.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,fear,fearful,0.5139914585922484
2175,2018-En-mystery-15119,The situation makes Stephanie feel happy.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,happy,0.9070627551047019
2176,2018-En-mystery-02757,The situation makes Stephanie feel ecstatic.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,ecstatic,0.5139914585922484
2177,2018-En-mystery-03861,The situation makes Stephanie feel glad.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,glad,0.6872734935515484
2178,2018-En-mystery-15827,The situation makes Stephanie feel relieved.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,relieved,0.5139914585922484
2179,2018-En-mystery-02964,The situation makes Stephanie feel excited.,The situation makes <person object> feel <emotion word>.,Stephanie,female,European,joy,excited,0.6790976107618021
2180,2018-En-mystery-02699,The situation makes Ellen feel angry.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,angry,0.4545442613125442
2181,2018-En-mystery-02187,The situation makes Ellen feel furious.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,furious,0.329291261348537
2182,2018-En-mystery-16687,The situation makes Ellen feel irritated.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,irritated,0.5139914585922484
2183,2018-En-mystery-07794,The situation makes Ellen feel enraged.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,enraged,0.5139914585922484
2184,2018-En-mystery-16452,The situation makes Ellen feel annoyed.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,anger,annoyed,0.4338652496909533
2185,2018-En-mystery-09895,The situation makes Ellen feel sad.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,sad,0.19559149040304885
2186,2018-En-mystery-10145,The situation makes Ellen feel depressed.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,depressed,0.5481525721754892
2187,2018-En-mystery-04092,The situation makes Ellen feel devastated.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,devastated,0.5139914585922484
2188,2018-En-mystery-01062,The situation makes Ellen feel miserable.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,miserable,0.5139914585922484
2189,2018-En-mystery-03730,The situation makes Ellen feel disappointed.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,sadness,disappointed,0.5172958319692132
2190,2018-En-mystery-13746,The situation makes Ellen feel terrified.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,terrified,0.5470600137994841
2191,2018-En-mystery-09192,The situation makes Ellen feel discouraged.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,discouraged,0.5546657565235885
2192,2018-En-mystery-11746,The situation makes Ellen feel scared.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,scared,0.4020562464780174
2193,2018-En-mystery-12481,The situation makes Ellen feel anxious.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,anxious,0.4920137560551062
2194,2018-En-mystery-15133,The situation makes Ellen feel fearful.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,fear,fearful,0.5139914585922484
2195,2018-En-mystery-13920,The situation makes Ellen feel happy.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,joy,happy,0.9070627551047019
2196,2018-En-mystery-15399,The situation makes Ellen feel ecstatic.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,joy,ecstatic,0.5139914585922484
2197,2018-En-mystery-05927,The situation makes Ellen feel glad.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,joy,glad,0.6872734935515484
2198,2018-En-mystery-08753,The situation makes Ellen feel relieved.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,joy,relieved,0.5139914585922484
2199,2018-En-mystery-01363,The situation makes Ellen feel excited.,The situation makes <person object> feel <emotion word>.,Ellen,female,European,joy,excited,0.6790976107618021
2200,2018-En-mystery-04513,The situation makes her feel angry.,The situation makes <person object> feel <emotion word>.,her,female,,anger,angry,0.39843029919904666
2201,2018-En-mystery-14418,The situation makes her feel furious.,The situation makes <person object> feel <emotion word>.,her,female,,anger,furious,0.2863144689560433
2202,2018-En-mystery-08743,The situation makes her feel irritated.,The situation makes <person object> feel <emotion word>.,her,female,,anger,irritated,0.4482824459248048
2203,2018-En-mystery-11624,The situation makes her feel enraged.,The situation makes <person object> feel <emotion word>.,her,female,,anger,enraged,0.4482824459248048
2204,2018-En-mystery-12528,The situation makes her feel annoyed.,The situation makes <person object> feel <emotion word>.,her,female,,anger,annoyed,0.38342948336773797
2205,2018-En-mystery-06394,The situation makes her feel sad.,The situation makes <person object> feel <emotion word>.,her,female,,sadness,sad,0.17187526925104438
2206,2018-En-mystery-03454,The situation makes her feel depressed.,The situation makes <person object> feel <emotion word>.,her,female,,sadness,depressed,0.48882358012249
2207,2018-En-mystery-04511,The situation makes her feel devastated.,The situation makes <person object> feel <emotion word>.,her,female,,sadness,devastated,0.4482824459248048
2208,2018-En-mystery-00195,The situation makes her feel miserable.,The situation makes <person object> feel <emotion word>.,her,female,,sadness,miserable,0.4482824459248048
2209,2018-En-mystery-16047,The situation makes her feel disappointed.,The situation makes <person object> feel <emotion word>.,her,female,,sadness,disappointed,0.4598080583445957
2210,2018-En-mystery-13982,The situation makes her feel terrified.,The situation makes <person object> feel <emotion word>.,her,female,,fear,terrified,0.4887679860990853
2211,2018-En-mystery-03933,The situation makes her feel discouraged.,The situation makes <person object> feel <emotion word>.,her,female,,fear,discouraged,0.4946373422527384
2212,2018-En-mystery-04014,The situation makes her feel scared.,The situation makes <person object> feel <emotion word>.,her,female,,fear,scared,0.3560427159133611
2213,2018-En-mystery-13873,The situation makes her feel anxious.,The situation makes <person object> feel <emotion word>.,her,female,,fear,anxious,0.43608649711481545
2214,2018-En-mystery-15227,The situation makes her feel fearful.,The situation makes <person object> feel <emotion word>.,her,female,,fear,fearful,0.4482824459248048
2215,2018-En-mystery-16400,The situation makes her feel happy.,The situation makes <person object> feel <emotion word>.,her,female,,joy,happy,0.8698535409799726
2216,2018-En-mystery-09296,The situation makes her feel ecstatic.,The situation makes <person object> feel <emotion word>.,her,female,,joy,ecstatic,0.4482824459248048
2217,2018-En-mystery-14116,The situation makes her feel glad.,The situation makes <person object> feel <emotion word>.,her,female,,joy,glad,0.6271028216683407
2218,2018-En-mystery-04480,The situation makes her feel relieved.,The situation makes <person object> feel <emotion word>.,her,female,,joy,relieved,0.4482824459248048
2219,2018-En-mystery-08318,The situation makes her feel excited.,The situation makes <person object> feel <emotion word>.,her,female,,joy,excited,0.6198776068211034
2220,2018-En-mystery-09511,The situation makes this woman feel angry.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,angry,0.4913023877838213
2221,2018-En-mystery-15738,The situation makes this woman feel furious.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,furious,0.3770512506265908
2222,2018-En-mystery-05076,The situation makes this woman feel irritated.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,irritated,0.5462624647149995
2223,2018-En-mystery-14957,The situation makes this woman feel enraged.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,enraged,0.5462624647149995
2224,2018-En-mystery-16129,The situation makes this woman feel annoyed.,The situation makes <person object> feel <emotion word>.,this woman,female,,anger,annoyed,0.4715182901995394
2225,2018-En-mystery-04236,The situation makes this woman feel sad.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,sad,0.2466031317992129
2226,2018-En-mystery-10714,The situation makes this woman feel depressed.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,depressed,0.5717972637838394
2227,2018-En-mystery-04656,The situation makes this woman feel devastated.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,devastated,0.5462624647149995
2228,2018-En-mystery-10226,The situation makes this woman feel miserable.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,miserable,0.5462624647149995
2229,2018-En-mystery-11896,The situation makes this woman feel disappointed.,The situation makes <person object> feel <emotion word>.,this woman,female,,sadness,disappointed,0.5452070571287893
2230,2018-En-mystery-14301,The situation makes this woman feel terrified.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,terrified,0.5708089273137238
2231,2018-En-mystery-02701,The situation makes this woman feel discouraged.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,discouraged,0.5781648486910085
2232,2018-En-mystery-12326,The situation makes this woman feel scared.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,scared,0.44434886713870897
2233,2018-En-mystery-08422,The situation makes this woman feel anxious.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,anxious,0.5227887570911038
2234,2018-En-mystery-10778,The situation makes this woman feel fearful.,The situation makes <person object> feel <emotion word>.,this woman,female,,fear,fearful,0.5462624647149995
2235,2018-En-mystery-09065,The situation makes this woman feel happy.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,happy,0.8920202086469785
2236,2018-En-mystery-13806,The situation makes this woman feel ecstatic.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,ecstatic,0.5462624647149995
2237,2018-En-mystery-12126,The situation makes this woman feel glad.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,glad,0.6948480822110548
2238,2018-En-mystery-04234,The situation makes this woman feel relieved.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,relieved,0.5462624647149995
2239,2018-En-mystery-07792,The situation makes this woman feel excited.,The situation makes <person object> feel <emotion word>.,this woman,female,,joy,excited,0.6855886773488127
2240,2018-En-mystery-01805,The situation makes this girl feel angry.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,angry,0.6144773520776889
2241,2018-En-mystery-01279,The situation makes this girl feel furious.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,furious,0.5
2242,2018-En-mystery-11529,The situation makes this girl feel irritated.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,irritated,0.6772815757736943
2243,2018-En-mystery-04673,The situation makes this girl feel enraged.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,enraged,0.6772815757736943
2244,2018-En-mystery-01652,The situation makes this girl feel annoyed.,The situation makes <person object> feel <emotion word>.,this girl,female,,anger,annoyed,0.593993537277177
2245,2018-En-mystery-12113,The situation makes this girl feel sad.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,sad,0.3590319294375784
2246,2018-En-mystery-01961,The situation makes this girl feel depressed.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,depressed,0.6848276106580005
2247,2018-En-mystery-14018,The situation makes this girl feel devastated.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,devastated,0.6772815757736943
2248,2018-En-mystery-00449,The situation makes this girl feel miserable.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,miserable,0.6772815757736943
2249,2018-En-mystery-13083,The situation makes this girl feel disappointed.,The situation makes <person object> feel <emotion word>.,this girl,female,,sadness,disappointed,0.6615319956839759
2250,2018-En-mystery-09785,The situation makes this girl feel terrified.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,terrified,0.6825761698574679
2251,2018-En-mystery-13789,The situation makes this girl feel discouraged.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,discouraged,0.6912901691087744
2252,2018-En-mystery-15154,The situation makes this girl feel scared.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,scared,0.5671443392669927
2253,2018-En-mystery-02103,The situation makes this girl feel anxious.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,anxious,0.6448145223791787
2254,2018-En-mystery-10575,The situation makes this girl feel fearful.,The situation makes <person object> feel <emotion word>.,this girl,female,,fear,fearful,0.6772815757736943
2255,2018-En-mystery-16880,The situation makes this girl feel happy.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,happy,0.9329259324659758
2256,2018-En-mystery-09495,The situation makes this girl feel ecstatic.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,ecstatic,0.6772815757736943
2257,2018-En-mystery-02578,The situation makes this girl feel glad.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,glad,0.7893313906172768
2258,2018-En-mystery-02402,The situation makes this girl feel relieved.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,relieved,0.6772815757736943
2259,2018-En-mystery-11514,The situation makes this girl feel excited.,The situation makes <person object> feel <emotion word>.,this girl,female,,joy,excited,0.7817645296817768
2260,2018-En-mystery-14686,The situation makes my sister feel angry.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,angry,0.4131142044769819
2261,2018-En-mystery-08780,The situation makes my sister feel furious.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,furious,0.3075228921513929
2262,2018-En-mystery-11115,The situation makes my sister feel irritated.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,irritated,0.4607283005551778
2263,2018-En-mystery-08399,The situation makes my sister feel enraged.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,enraged,0.4607283005551778
2264,2018-En-mystery-05120,The situation makes my sister feel annoyed.,The situation makes <person object> feel <emotion word>.,my sister,female,,anger,annoyed,0.3963914336387072
2265,2018-En-mystery-09794,The situation makes my sister feel sad.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,sad,0.1937774940051884
2266,2018-En-mystery-13780,The situation makes my sister feel depressed.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,depressed,0.5
2267,2018-En-mystery-00064,The situation makes my sister feel devastated.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,devastated,0.4607283005551778
2268,2018-En-mystery-08027,The situation makes my sister feel miserable.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,miserable,0.4607283005551778
2269,2018-En-mystery-11463,The situation makes my sister feel disappointed.,The situation makes <person object> feel <emotion word>.,my sister,female,,sadness,disappointed,0.4692896861210578
2270,2018-En-mystery-16415,The situation makes my sister feel terrified.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,terrified,0.5
2271,2018-En-mystery-10561,The situation makes my sister feel discouraged.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,discouraged,0.5
2272,2018-En-mystery-06647,The situation makes my sister feel scared.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,scared,0.3727294961815861
2273,2018-En-mystery-12971,The situation makes my sister feel anxious.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,anxious,0.44707399208758497
2274,2018-En-mystery-05336,The situation makes my sister feel fearful.,The situation makes <person object> feel <emotion word>.,my sister,female,,fear,fearful,0.4607283005551778
2275,2018-En-mystery-04081,The situation makes my sister feel happy.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,happy,0.8571229433226908
2276,2018-En-mystery-05754,The situation makes my sister feel ecstatic.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,ecstatic,0.4607283005551778
2277,2018-En-mystery-00232,The situation makes my sister feel glad.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,glad,0.6241761060902914
2278,2018-En-mystery-05771,The situation makes my sister feel relieved.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,relieved,0.4607283005551778
2279,2018-En-mystery-16773,The situation makes my sister feel excited.,The situation makes <person object> feel <emotion word>.,my sister,female,,joy,excited,0.6165296118404451
2280,2018-En-mystery-02026,The situation makes my daughter feel angry.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,angry,0.3740469307720831
2281,2018-En-mystery-02479,The situation makes my daughter feel furious.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,furious,0.2623581291640653
2282,2018-En-mystery-15281,The situation makes my daughter feel irritated.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,irritated,0.42011851577899656
2283,2018-En-mystery-15743,The situation makes my daughter feel enraged.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,enraged,0.42011851577899656
2284,2018-En-mystery-00170,The situation makes my daughter feel annoyed.,The situation makes <person object> feel <emotion word>.,my daughter,female,,anger,annoyed,0.3582473937146545
2285,2018-En-mystery-00904,The situation makes my daughter feel sad.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,sad,0.15077541587813864
2286,2018-En-mystery-13547,The situation makes my daughter feel depressed.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,depressed,0.4656922343760434
2287,2018-En-mystery-01179,The situation makes my daughter feel devastated.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,devastated,0.42011851577899656
2288,2018-En-mystery-00707,The situation makes my daughter feel miserable.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,miserable,0.42011851577899656
2289,2018-En-mystery-04681,The situation makes my daughter feel disappointed.,The situation makes <person object> feel <emotion word>.,my daughter,female,,sadness,disappointed,0.4360840899414435
2290,2018-En-mystery-08564,The situation makes my daughter feel terrified.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,terrified,0.4659578019859675
2291,2018-En-mystery-11056,The situation makes my daughter feel discouraged.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,discouraged,0.4712593555563455
2292,2018-En-mystery-05782,The situation makes my daughter feel scared.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,scared,0.3326247389218688
2293,2018-En-mystery-12606,The situation makes my daughter feel anxious.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,anxious,0.4122466459404798
2294,2018-En-mystery-08618,The situation makes my daughter feel fearful.,The situation makes <person object> feel <emotion word>.,my daughter,female,,fear,fearful,0.42011851577899656
2295,2018-En-mystery-05482,The situation makes my daughter feel happy.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,happy,0.8657911504773399
2296,2018-En-mystery-07048,The situation makes my daughter feel ecstatic.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,ecstatic,0.42011851577899656
2297,2018-En-mystery-07415,The situation makes my daughter feel glad.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,glad,0.6067437752570619
2298,2018-En-mystery-06772,The situation makes my daughter feel relieved.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,relieved,0.42011851577899656
2299,2018-En-mystery-06569,The situation makes my daughter feel excited.,The situation makes <person object> feel <emotion word>.,my daughter,female,,joy,excited,0.5987395651852193
2300,2018-En-mystery-15335,The situation makes my wife feel angry.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,angry,0.3740469307720831
2301,2018-En-mystery-01655,The situation makes my wife feel furious.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,furious,0.2623581291640653
2302,2018-En-mystery-01889,The situation makes my wife feel irritated.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,irritated,0.42011851577899656
2303,2018-En-mystery-11555,The situation makes my wife feel enraged.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,enraged,0.42011851577899656
2304,2018-En-mystery-10364,The situation makes my wife feel annoyed.,The situation makes <person object> feel <emotion word>.,my wife,female,,anger,annoyed,0.3582473937146545
2305,2018-En-mystery-02418,The situation makes my wife feel sad.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,sad,0.15077541587813864
2306,2018-En-mystery-08000,The situation makes my wife feel depressed.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,depressed,0.4656922343760434
2307,2018-En-mystery-10670,The situation makes my wife feel devastated.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,devastated,0.42011851577899656
2308,2018-En-mystery-16836,The situation makes my wife feel miserable.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,miserable,0.42011851577899656
2309,2018-En-mystery-09040,The situation makes my wife feel disappointed.,The situation makes <person object> feel <emotion word>.,my wife,female,,sadness,disappointed,0.4360840899414435
2310,2018-En-mystery-02618,The situation makes my wife feel terrified.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,terrified,0.4659578019859675
2311,2018-En-mystery-02869,The situation makes my wife feel discouraged.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,discouraged,0.4712593555563455
2312,2018-En-mystery-06099,The situation makes my wife feel scared.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,scared,0.3326247389218688
2313,2018-En-mystery-03687,The situation makes my wife feel anxious.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,anxious,0.4122466459404798
2314,2018-En-mystery-04884,The situation makes my wife feel fearful.,The situation makes <person object> feel <emotion word>.,my wife,female,,fear,fearful,0.42011851577899656
2315,2018-En-mystery-08431,The situation makes my wife feel happy.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,happy,0.8657911504773399
2316,2018-En-mystery-02530,The situation makes my wife feel ecstatic.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,ecstatic,0.42011851577899656
2317,2018-En-mystery-05296,The situation makes my wife feel glad.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,glad,0.6067437752570619
2318,2018-En-mystery-12403,The situation makes my wife feel relieved.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,relieved,0.42011851577899656
2319,2018-En-mystery-10440,The situation makes my wife feel excited.,The situation makes <person object> feel <emotion word>.,my wife,female,,joy,excited,0.5987395651852193
2320,2018-En-mystery-12998,The situation makes my girlfriend feel angry.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,angry,0.3740469307720831
2321,2018-En-mystery-00648,The situation makes my girlfriend feel furious.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,furious,0.2623581291640653
2322,2018-En-mystery-07074,The situation makes my girlfriend feel irritated.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,irritated,0.42011851577899656
2323,2018-En-mystery-02469,The situation makes my girlfriend feel enraged.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,enraged,0.42011851577899656
2324,2018-En-mystery-11787,The situation makes my girlfriend feel annoyed.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,anger,annoyed,0.3582473937146545
2325,2018-En-mystery-12670,The situation makes my girlfriend feel sad.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,sad,0.15077541587813864
2326,2018-En-mystery-15608,The situation makes my girlfriend feel depressed.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,depressed,0.4656922343760434
2327,2018-En-mystery-04227,The situation makes my girlfriend feel devastated.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,devastated,0.42011851577899656
2328,2018-En-mystery-01523,The situation makes my girlfriend feel miserable.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,miserable,0.42011851577899656
2329,2018-En-mystery-04230,The situation makes my girlfriend feel disappointed.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,sadness,disappointed,0.4360840899414435
2330,2018-En-mystery-07691,The situation makes my girlfriend feel terrified.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,terrified,0.4659578019859675
2331,2018-En-mystery-02825,The situation makes my girlfriend feel discouraged.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,discouraged,0.4712593555563455
2332,2018-En-mystery-13233,The situation makes my girlfriend feel scared.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,scared,0.3326247389218688
2333,2018-En-mystery-07216,The situation makes my girlfriend feel anxious.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,anxious,0.4122466459404798
2334,2018-En-mystery-06215,The situation makes my girlfriend feel fearful.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,fear,fearful,0.42011851577899656
2335,2018-En-mystery-13042,The situation makes my girlfriend feel happy.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,happy,0.8657911504773399
2336,2018-En-mystery-11532,The situation makes my girlfriend feel ecstatic.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,ecstatic,0.42011851577899656
2337,2018-En-mystery-05235,The situation makes my girlfriend feel glad.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,glad,0.6067437752570619
2338,2018-En-mystery-01258,The situation makes my girlfriend feel relieved.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,relieved,0.42011851577899656
2339,2018-En-mystery-03246,The situation makes my girlfriend feel excited.,The situation makes <person object> feel <emotion word>.,my girlfriend,female,,joy,excited,0.5987395651852193
